0.0; 0.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
1.0; -1.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
2.0; -2.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
3.0; -3.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
4.0; -4.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
5.0; -5.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
6.0; -6.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
7.0; -7.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
8.0; -8.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
9.0; -9.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
10.0; -10.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
11.0; -11.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
12.0; -12.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
13.0; -13.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
14.0; -14.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
15.0; -15.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
16.0; -16.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
17.0; -17.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
18.0; -18.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
19.0; -19.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
20.0; -20.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
21.0; -21.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
22.0; -22.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
23.0; -23.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
24.0; -24.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
25.0; -25.0; 0.0000000; 3.1415926535; 0.0000000; 6.5000000; 0.0000000
